Unnamed: 0,category,string
595,entertainment,aviator tipped uk bookmakers favourite win film award years oscars ray star jamie foxx clear favourite actor category dollar babys hilary swank tipped win actress prize bookmakers predict cate blanchett named supporting actress william hill ladbrokes given aviator 49 813 odds winning film dollar baby second place 94 bet direct bet 365 tip aviator majority bookmakers regarding finding neverland outsider aviator widely tipped win director prize martin scorsese british star clive owen second favourite william hill supporting actor award performance closer favourite category sideways star thomas hayden church vera drake star imelda staunton 51 odds winning actress oscar bet 365 william hill ahead fellow uk star kate winslet odds 251 william hill mike leigh outsider director category vera drake position holds jointly rays taylor hackford bookmakers vc bet years academy awards handed hollywood 27 february x factor judge sharon osbourne present sky televisions live coverage event meanwhile clive owens supporting actor nomination led bookmaker shorten odds becoming james bond moved 41 52 favourite play 007 hugh jackman ewan mcgregor joint second favourite clive owens nomination sparked betting frenzy james bond fans feel heightened global recognition done chances becoming bond world william hill spokesman rupert adams
596,entertainment,oscarwinning animator hayao miyazakis latest film howls moving castle released 50 countries world distributor howls moving castle set japanese box office record taking 15bn yen 77m days miyazaki won oscar earlier spirited away japans academy award nearly 50 years howls moving castle based childrens fantasy novel uk author diana wynne jones tells story 18yearold woman ages dramatically falling witchs spell heads moving castle kept howl wizard searches become normal again spokesman distributor toho film received strong interest domestic audiences foreign media viewers alike feeling film saw viewer response films worldwide release start south korea 24 december france 12 january
597,entertainment,oceans twelve crime caper sequel starring george clooney brad pitt julia roberts gone straight number box office chart 408m 21m weekend ticket sales according studio estimates sequel follows master criminals try pull major heists across europe knocked weeks number national treasure place wesley snipes blade trinity second taking 161m 84m rounding top animated fable polar express starring tom hanks festive comedy christmas kranks oceans twelve box office triumph marks fourthbiggest opening december release films lord rings trilogy sequel narrowly beat 2001 predecessor oceans eleven 381m 198m opening weekend 184m 958m total remake 1960s film starring frank sinatra rat pack oceans eleven directed oscarwinning director steven soderbergh soderbergh returns direct hit sequel reunites clooney pitt roberts matt damon andy garcia elliott gould catherine zetajones joins allstar cast fun holiday movie dan fellman president distribution warner bros however critics less complimentary 110m 572m project los angeles times labelling dispiriting vanity project milder review york times dubbed sequel unabashedly trivial
598,entertainment,irish actor dan oherlihy nominated actor 1955 oscars died age 85 oherlihy whose oscar nomination luis bunuels adventures robinson crusoe died home malibu california spokesman actor began film career 1940s playing macduff orson welles macbeth 1948 regular dublin stage later appeared robocop sequel cult tv twin peaks played ceo omni consumer products 1987s robocop robocop 2 years later saw mill owner andrew packard twin peaks 1990 oscar nomination few lead roles became familiar supporting actor tv film nominated academy award won marlon brando waterfront
599,entertainment,german movie antinazi resistance heroine drawn loud applause berlin film festival sophie scholl final days portrays final days member white rose movement scholl 21 arrested beheaded brother hans 1943 distributing leaflets condemning abhorrent tyranny adolf hitler director marc rothemund feeling responsibility keep legacy scholls must somehow keep ideas alive film drew transcripts gestapo interrogations scholls trial preserved archive communist east germanys secret police discovery inspiration behind film rothemund worked closely surviving relatives scholls sisters ensure historical accuracy film scholl members white rose resistance group started distributing antinazi leaflets summer 1942 arrested dropped leaflets munich university calling day reckoning adolf hitlers regime film focuses days scholls arrest intense trial saw scholl initially deny charges ended defiant appearance german films vying top prize festival south african film version bizets tragic opera carmen shot cape town xhosa language premiered berlin festival film entitled ucarmen ekhayelitsha carmen khayelitsha township story set performed 40strong music theatre troupe debut film performance film south african feature 25 years second nominated golden bear award
600,entertainment,quirky comedy sideways named film los angeles film critics association movie picked accolades director alexander payne supporting actor thomas haden church british actress imelda staunton again recognised role vera drake winning actress liam neeson won actor kinsey awards handed 13 january ceremony las vegas sideways tells story men road trip through californias wine regions stars paul giamatti virginia madsen named supporting actress performance film house flying daggers directed yimou zhang named foreign language film animation award went incredibles unusually runnersup categories named clint eastwoods dollar baby missing film award director runnerup martin scorsese aviator career achievement award handed veteran actor comic jerry lewis ceremony
601,entertainment,actor jamie foxx given nominations golden globe awards meryl streep morgan freeman cate blanchett prizes stars shortlisted monday supporting roles main nominations foxx starred collateral ray clive owen david carradine natalie portman awards golden globes hollywoods second prominent awards major nominations announced lord rings return king named drama movie lost translation won musical comedy sean penn charlize theron tim robbins renee zellweger won acting awards mirroring eventual oscars outcome golden globes ceremony place 16 january oscars following 27 february
602,entertainment,movie monster godzilla received star hollywoods walk fame honouring both 50th birthday launch 28th film actor dressed giant creature breathed smoke photographers monday godzilla received 2271st star hollywood boulevard godzilla thank historical monumental star final wars producer shogo tomiyama unfortunately cannot speak english hollywoods honorary mayor johnny grant hereby proclaim godzilla day hollywood hes loose hes wild getting hell here premiere godzilla final wars graumans chinese theatre followed ceremony hollywood boulevard monster joined costars japanese pop star actor masahiro matsuoka director ryuhei kitamura godzillas final outing billed thats producers producers liar godzillas working 50 years think godzilla deserves vacation producer shogo tomiyama long godzilla fascinate believe resurrected generations filmmakers future godzilla appeared 1954 prehistoric lizard woken atomic bomb tests
603,entertainment,director screenwriter film adaptation philip pullmans dark materials remove references god church movie chris weitz director boy changes film studio line expressed concern books tell battle church fight overthrow god expressed worry possibility perceived antireligiosity weitz dark materials fans website pullmans trilogy attacked christian teachers catholic press blasphemy weitz admitted peoples choice direct films regarded film adaptation important work life part few books changed life bridgetothestarsnet awardwinning trilogy northern lights subtle knife amber spyglass tell story oxford school child lyra belacqua drawn epic struggle church carrying experiments children attempt remove original sin books progress struggle turns battle overthrow authority figure godlike books weitz directed american pie boy line feared antireligiosity film project unviable financially efforts directed towards keeping film liberating iconoclastic experience modification terms weitz visited pullman authority represent arbitrary establishment curtails freedom individual whether religious political totalitarian fundamentalist communist desire change nature intentions villains piece appear subtle guises number christian websites attack trilogy depiction church god pullman denied books antireligious agent times newspaper pullman happy adaptation far course line money weitz wonderful director philip supportive recognise challenge climate bushs america
604,entertainment,aviator named film golden globe awards star leonardo dicaprio named actor hollywood veteran clint eastwood director prize dollar baby star hilary swank actress quirky comedy sideways named screenplay comedy ray star jamie foxx actor musicalcomedy briton clive owen natalie portman won prizes supporting roles closer aviator dicaprio plays millionaire howard hughes edged ahead rivals beverly hills ceremony winning original score prize give total awards dollar baby sideways closer golden globes each accepting dramatic actor prize dicaprio described director martin scorsese greatest contributors world cinema annette bening won actress musicalcomedy julia spanish movie sea inside named foreign language film swank previously won golden globe oscar boys cry paid tribute dollar baby director costar clint eastwood guided brilliantly humble opinion gave performance your career foxx nominated awards beaten supporting actor title owen actor tv movie prize geoffrey rush life death peter sellers bbc coproduction life death peter sellers named tv movie mick jagger dave stewart won original song award old habits die hard movie remake alfie ian mcshane named actor tv drama lead role deadwood uk hopes kate winslet imelda staunton went home emptyhanded lead actress nominations eternal sunshine spotless mind vera drake respectively winning golden globe improve film performers chance subsequently winning academy award unlike oscars golden globes split awards genre prize dramas musicals comedies globes honour television suburban series desperate housewives named tv comedy actress teri hatcher beat fellow desperate housewives stars marcia cross felicity huffman comedy actress prize hatcher thanked shows cast crew network gave second chance career couldnt bigger cosmetic surgery series niptuck beat sopranos deadwood television drama title arrested development star jason bateman named tv actor musical comedy series golden globes awarded hollywood foreign press association comprising film reporters based los angeles working overseas outlets robin williams fivetime globe winner films fisher king morning vietnam received cecil b demille award career achievement dedicated prize superman actor christopher reeve died
605,entertainment,documentary takes candid look life charttopping singer george michael shown years berlin film festival different story screen panorama section festival runs 1020 february features singer talking both career personal life days wham through recent events michael attend festival introduce screening 16 february director southan morris executive producer andy stephens attend festival 93 minute film michael discussing early days wham along later career legal battles record label sony stance iraq war american politics touch upon turbulent personal life arrest beverly hills park toilet 1998 lewd behaviour death boyfriend anselmo feleppa aids film includes previously unseen footage singer features contributions michaels former wham partner andrew ridgeley exwham backing singers pepsi shirlie contributors include sting mariah carey elton john noel gallagher geri halliwell simon cowell years festival open man man historical epic starring joseph fiennes kristin scottthomas 21 films competing festivals top prize golden bear films competition include life aquatic quirky comedy starring bill murray biopic kinsey features liam neeson full programme announced 1 february
606,entertainment,michael moores antibush documentary fahrenheit 911 won film peoples choice awards voted public mel gibsons passion christ won drama both films snubbed far film awards runup februarys oscars julia roberts won 10th consecutive crown favourite female movie star johnny depp favourite male movie star renee zellweger favourite leading lady sundays awards la film sequel shrek 2 prizes voted top animated movie top film comedy top sequel television categories desperate housewives named top drama joey starring former friends actor matt leblanc comedy longrunning shows grace csi crime scene investigation named tv comedy tv drama respectively nominees peoples choice awards picked 6000strong entertainment weekly magazine panel winners subsequently chosen 21 online voters fahrenheit 911 director michael moore dedicated trophy soldiers iraq film highly critical president george w bush usled invasion iraq moore outspoken bush critic 2004 presidential campaign inwhich democratic challenger john kerry lost country ours right left democrat republican moore audience ceremony pasadena california moore historic occasion 31yearold awards ceremony name documentary film unlike filmmakers passion christ director mel gibson vowed campaign oscar movie ultimate goal doesnt work elite gibson backstage event spoken
607,entertainment,actor tom hanks director ron howard reuniting da vinci code adaptation international bestselling novel dan brown distributor sony pictures production begin planned release 2006 hanks play robert langdon trying solve murder member ancient society protected dark secrets centuries hanks collaboration howard previously worked together along howards producing partner brian grazer splash apollo 13 hanks hollywoods bankable stars presence movie almost guaranteeing box office success browns book become publishing phenomenon consistently topping book charts uk sold eight copies worldwide little years classic whodunit centres global conspiracy surrounding holy grail mythology places heavy emphasis symbols cryptography protagonist harvard professor likened contemporary indiana jones appeared browns book angels demons tale mixes art history mythology semiotics medieval history
608,entertainment,controversial film starring hollywood actor kevin bacon convicted paedophile won top honours london film festival thursday woodsman won satyajit ray award named indian director lowbudget film directed nicole kassell convicted child molester trying rebuild life 12 years jail judges film tackled contentious subject insight sensitivity previous films prize include oscarwinning boys cry true life story murdered transsexual brandon teena british writerdirector amma asante won uk film talent award debut feature life set south wales film teenage single mother becomes embroiled tense standoff turkish neighbour thursday night fipresci international critics awards went aaltra belgian film handicapped sutherland trophy won jonathan caouette film tarnation festival closed screening film heart huckabees starring jude law dustin hoffman directed kings filmmaker david o russell festival included european screening pixar animation incredibles british film bullet boy starring solid crew rapper asher d
609,entertainment,comedy meet fockers held number spot north american box office second 428m 237m weekend making overall takings 163m 90m 12 days according studio estimates 191m 99m christmas day alone highest takings day box office history sequel ben stiller comedy meet parents stars robert de niro dustin hoffman barbra streisand success meet fockers help produce record box office revenue 2004 paul dergarabedian president industrys tracker exhibitor relations weve stronger anticipated final helped industry end high note dergarabedian meet fockers broke box office records money taken years eve 122m 62m years day 18m 94m previous years eve record set 2000 cast away 85m 45m lord rings return king held years day title 128m 67m however christmas takings 265 2003s figures blamed christmas falling weekend weekends top 12 films estimated 1254m 658m 43 increase weekend major releases provide competition meet fockers lemony snickets series unfortunate events finished second place 147m 77m aviator starring leonardo dicaprio howard hughes ended position taking 112m 59m comedy fat albert cowritten bill cosby moved chart fourth place taking 107m 56m
610,entertainment,international films given prominence films years sundance film festival movies dominated theme war independent film festival feature international cinema competitions 2030 january season utah fortytwo films debut sundance liberace baghdad british director sean mcallister prestigious festival founded actor robert redford 1981 always international component enter jury competition festival director geoffrey gilmore wanted give world cinema emphasis par american dramatic documentary competitions twelve films competing world cinema documentary category focus countries siege liberace baghdad features iraqi pianist hiding hotel waits visa finnish film rooms melancholia looks war chechnya shake hands devil journey romeo dallaire tells un mission rwanda 1994 genocide frenchisraeli production wall looks israels controversial security wall separating palestinian territories 16 films competing world cinema dramatic category include works germany south korea angola china denmark australia several hollywood stars feature festivals american independent drama category keanu reeves benjamin bratt vince vaughn stars quirky movie thumbsucker 21 grams actress naomi watts plays budding hollywood actress ellie parker top grand jury prize years festival went low budget scifi thriller primer written directed shane carruth morgan spurlock earned directing award super size became international box office hit
611,entertainment,actor daniel daylewis presented award career film berlin film festival 47yearold whose credits include oscarwinning performance left foot presented berlinale camera award 15 february honour awarded 1986 honours figures cinema festival feels particularly indebted man man historical epic starring kristin scott thomas opens german festival february candid documentary life career singer george michael different story screened 10day event daylewis competed times berlin film festival films name father 1994 crucible 1997 boxer 1998 martin scorseses gangs york festival praises sensational start roles beautiful launderette costume classic room view number celebrated roles subsequent productions japans oldest film studio honoured along daylewis shochiku film studios founded 110 years ago become cinematic institution receive berlinale camera award famous japanese directors akira hurosawa films produced studio
612,entertainment,digital music downloads included main singles chart billboards hot 100 chart incorporates data sales music downloads previously assigned separate download chart green days boulevard broken dreams currently number billboards pop chart tops digital chart download sales due incorporated uk singles chart later digital sales compile billboards hot digital sales chart tallied sales physical singles airplay information hot 100 chart second chart pop 100 combines airplay digital physical sales confines airplay information radio stations play chart music addition green day artists current digital sales top include kelly clarkson game killers sales legally downloaded songs shot tenfold 2004 200 track purchased online europe 12 months international federation phonographic industry ifpi reported month uk sales song downloads overtook physical singles end december 2004 saw download sales 312000 compared 282000 physical singles according british phonographic industry uks official music download chart launched september compiling popular tracks downloaded legal uk sites itunes od2 mycokemusiccom napster westlifes flying without wings 1999 track reissued occasion number uk download chart spokesman british phonographic industry bpi combined uk download sales chart due compiled within half work across music business right sure chart works plan bpi spokesman described uk music download chart compiled official charts company having success launch provided focus industry driven interest downloads among music fans
614,entertainment,charttopping pop band busted confirmed plan break following rumours verge splitting statement bands record company universal frontman charlie simpson planned spend working band fightstar however busted reconvene due course band eight top hits number ones hit charts 2002 singles include school 3000 crashed wedding whos david band includes members matt jay james bourne top ten selftitled debut album followup present everyone won pop act breakthrough act 2004 brit awards nominated british group recently topped charts theme liveaction film version thunderbirds voted record itv1 band capitalised craze artists playing catchy pop music rock overtones trio seen alternative manufactured artists considered credible musicians write own songs play own instruments however recent rumours suggested simpson wanting quit band focus fightstar plans fightstar tour
615,entertainment,streets aka british rapper songwriter mike skinner topped poll find years album grand free beat keanes hope fears second place franz ferdinands selftitled album q magazine poll skinner uses blunt beats streetwise lyrics things falling love drink drugs q magazine grand free captured countrys mood predicted grand free second album streets followed original pirate material q magazine praise runnersup poll keanes hopes fears described revelatory debut showed songwriting flair spare franz ferdinands album sounded natural unforced underproduced rock band u2s latest album dismantle atomic bomb fourth razorlights night fifth place others notables list included dizzee rascal number 12 zutons 20 estelle 39 joss stone 40th jamelia 44th place
616,entertainment,manic street preachers helm bbc digital radio station 6 music december welsh band whose hits include design life tolerate chosen records play 6 12 december albums day include whos u2s joshua tree group perform own live session follow footsteps radiohead station bass player nicky wire join phil jupitus morning monday 6 december vocalist guitarist james dean bradfield appear andrew collins afternoon thursday 9 group chosen documentaries air leonard cohen story guitar greats jimmy page live concert session tracks picked include specials rat race recorded hammersmith odeon london public enemys fight power rebel without pause band answer questions emailed 6 music listeners
617,entertainment,reporters covering singer michael jacksons trial california asked questionnaires completed potential jurors lawyers news organisations vital responses 250 potential jurors public serve check process santa barbara county superior court due consider request monday jackson denies child molestation estimated trial cost santa barbara county 4m 213m meanwhile michael jacksons mother 100 certain son commit child abuse charges faces court currently selecting 12 jurors eight standby jurors trial process delayed until least thursday member stars legal team hit family illness defence lawyers argued bid associated press news organisations potential jurors responses public release completed jury questionnaires does serve purpose add sensationalist coverage case motion jacksons lawyers stated estimated total costs trial expected months range 25m 133m 4m 213m local taxpayers money estimates include costs city santa maria superior court investigation prosecution case cost security needs courthouse estimated 40000 21000 per day jason stilwell special projects manager county administrators office jackson 46 denies plying boy alcohol molesting mother katherine jackson tv network fox news sunday pop star son innocent believe reason character loves children molest anything love describing jackson person motherofnine feared given fair trial cant sleep thinking these wicked might try
618,entertainment,charity single band aid 20 held chart top spot second strengthening chances becoming christmas number christmas featuring artists chris martin jamelia held kylie minogue remain weeks biggest single weeks chart reveal festive charttopper minogues latest release believe went number pushing ice cubes destinys child slipped place lose breath followed girls aloud children need record ill stand entry top robbie williams track misunderstood track written greatest hits album releases entire top 40 album charts record companies releases early hoping cash lucrative christmas market u2s dismantle bomb remains number row followed williams greatest hits opera band il divo moved place eponymous album number maroon 5s album songs jane moved number seven released 47 weeks ago abba gold greatest hits album crept top 40 nine years released
619,entertainment,rap mogul marion suge knight arrested violating parole allegedly found marijuana arrested barstow california saturday following alleged traffic offence expected transferred state prison decision whether released knight founder death row records served 10month jail term 2004 punching man parole assault conviction police knight stopped saturday performing illegal uturn search car allegedly found marijuana accused having insurance 18yearold woman car arrested providing false information having fake id card later released second alleged violation having previously served half nineyear sentence breaking terms parole knight 39 jailed october 1996 following involvement fight rival gang hours rapper tupac shakur killed las vegas driveby shooting driving shakurs car shot head probation assaulting musicians knight former bodyguard set death row records early 1990s shakur dr dre among protegees label always dogged allegations supports gang culture fuels east west coast rap rivalry
620,entertainment,sir elton john performed special concert paris raise money victims asian tsunami british singer played 2700strong audience sunday french capitals bastille opera house concert part attempt bring broader range events famous venue money raised fondation pour lenfance foundation childhood aims rebuild childrens shelter sri lanka sir elton played hits vast catalogue sellout crowd included former french president valery giscard destaing wife anneaymone veteran pop star played piano accompaniment throughout concert lasted hours without interval crowd throughout years ive done lot drugs alcohol true nightmare impossible 14 years ive normal drug called david reference david furnish partner crowd greeted each song standing ovation included french singer charles aznavour british ambassador sir john holmes sir elton teamed phil collins record version eric claptons 1991 hit tears heaven raise money relief fund release date yet set recording organised sharon osbourne
621,entertainment,rock n roll legend elvis set top uk singles chart sunday 27 years death rerelease hit song jailhouse rock outselling x factor winner steve brocksteins cover odds 2000 copies tuesday record does top spot elvis 19th uk number topped charts remix littleknown song little less conversation number june 2002 jailhouse rock does reach number sunday 999th history uk pop charts song topped charts 1958 chart analysts elvis score 1000th number record night released following followed fool part record company sonybmgs elvis campaign called ambitious singles release campaign history uk record industry
622,entertainment,parents 13yearold girl suing supermarket giant walmart cd rock group evanescence contains swear words lawsuit filed washington county alleges walmart deceived customers putting warning labels cover trevin skeens alleges walmart knew offending word censored music sales website walmart investigating claims plans pull cd walmart policy stocking cds carry parental advisory labels skeens bought anywhere home cd daughter shocked hear swearing played car families expecting clean needs removed shelves prevent children hearing skeens brownsville lawsuit seeks force walmart censor music remove stores maryland seeks damages 74500 38660 every customer bought cd maryland walmarts naming record label windup records distributor bmg entertainment legal action walmart sets high standards possible eliminate every image word topic individual might find objectionable walmart spokesman guy whitcomb heraldmail hagerstown
623,entertainment,singer pete doherty spend weekend jail 150000 bond money bail former libertines singer granted bail curfew restrictions highbury corner magistrates court charges robbery blackmail lawyer money raised doherty 25 arrested following alleged incident london hotel wednesday evening musician alan wass 23 north london appeared court accused offences magistrates imposed range bail conditions doherty curfew 2200 0700 except attends drug rehabilitation centre able leave home without accompanied security firm must surrender passport report daily local police station wass given curfew surrender passport doherty left libertines end june 2004 continued performing band babyshambles singer linked supermodel kate moss arrested police called islington hotel response claims man assaulted man 30s later taken university college hospital london facial injuries discharged lawyer representing doherty wass outside court pair strenuously denied charges
624,entertainment,rapper snoop dogg sued 25m 13m makeup artist claimed entourage drugged raped years ago woman assaulted recording jimmy kimmel live tv abc network rappers spokesman allegations untrue woman misusing legal system means extracting financial gain abc claims merit star charged police lawsuit filed los angeles friday says womans champagne spiked assaulted rappers spokesperson snoop opportunity prove court law alleged victim opportunistic deceitful confident case alleged victims claims snoop dogg rejected lawsuit names snoop dogg real name calvin broadus plus associates walt disney company parent company abc inc woman waited years sue trying negotiate settlement media companies lawyer perry wander disney abc failed provide safe working environment client legal action comes rap star sued woman claimed tried blackmail keep quiet alleged assault 32yearold rapper enjoyed top albums bursting onto music scene hit songs whats name gin juice 1993
625,entertainment,york music studio john lennon spent final hours close month hit factory opened 37 years ago played host biggest stars music paul simon madonna david bowie however rise digital recording affected business studio relocating smaller premises miami lennon recorded final album double fantasy studio 1979 studio founded jerry ragovoy 1968 1975 sold fellow producer edward germano turned 100000 square foot studio seven recording rooms live mastering suites client stevie wonder recorded part classic album songs key life wellknown albums recorded partially recorded studio include bruce springsteens born usa rolling stones emotional rescue paul simons graceland michael jackson billy joel jayz beyonce among artists hit factory past 50 cent survived attempt life left premises 2000 studio history 1994 won record 41 grammy nominations songs recorded mastered mixed soundtrack whitney houston film bodyguard
626,entertainment,rap star jayz become record company executive charge hiphops influential labels def jam jayz music 2003s black album become companys president chief executive january def jams parent company universal appointment buying jayzs rocafella label def jams artists include ll cool j dmx ludacris ja rule ashanti jayz continue run rocafella founded damon dash 1995 kanye west beanie sigel roster universal wednesday bought 50 rocafella own antonio la reid chairman island def jam music group think noone relevant credible hiphop community build upon def jams fantastic legacy hoped jayz company groundbreaking era jayz real name shawn carter inherited important brands hiphop def jam rocafella feel giant step entire artist community successful respected rap stars eight years jayzs hits included hard knock life dirt your shoulder 03 bonnie clyde girlfriend beyonce knowles retire black album released album illfated tour r kelly def jam founded 1984 russell simmons producer rick rubin signed artists rundmc beastie boys public enemy
627,entertainment,rock band rem forced cancel concerts bass player mike mills taken hospital suffering severe flulike symptoms band forced cut short monday nights sheffield cancelled tuesdays glasgow date mills hardly stand let alone play rem spokesman resting hospital remainder band played short acoustic set monday tuesdays gig rescheduled 15 june ticket glasgow advised retain ticket stub attend date bands spokesman review remaining dates daytoday basis based doctors advice mills obviously mike better clearly play shows rest assured soon possible band hopeful able wednesday date spokesman rem played accoustic versions hits losing religion ive high leaving york love sheffield arena audience monday band originally scheduled play dates uk part world tour 1995 former drummer bill berry collapsed switzerland band tour having suffered ruptured aneurysm full recovery leave band years later
628,entertainment,merle kilgore cowriter country hit ring fire died congestive heart failure aged 70 started singer songwriter music management looking country star hank williams jr wrote ring fire june carter cash future wife johnny cash went score popular hit track kilgore heart surgery 2004 diagnosed lung cancer death attributed treatment undergoing cancer selfpenned top hit dear mama 1959 songs wrote artists wolverton mountain sold copies recorded claude king wrote ring fire june carter cash unrequited love johnny later married recorded younger sister anita carter johnny went success june carter cash previously upset husband kilgore talked song without crediting believed credited kilgore turned awards dinner wheelchair expecting honour hank williams jr instead surprise recipient lifetime achievement award international entertainment buyers association
629,entertainment,mark 60th anniversary birth reggae star bob marley rob partridge marleys former head press island records remembers man behind legend partridge worked marley 1977 until jamaican musicians death 1981 joined island records 1977 worked rainbow theatre dates london album exodus 1977 provided hits confirmed global superstar status 1979 biggest touring attraction world remember dates milan turin enormous concerts bob mesmeric ive ever privilege work must iron succeed bob driven individual realised start manifest destiny within believed didnt suffer fools gladly risk stating obvious extraordinary song writer stage act perhaps greatest ive ever seen saw times recall 1978 uk top pops daily mirror journalist halfhour interview interrupted rehearsal dressing room resume interview saw world cup match tv sat front tv minutes obvious wasnt end mirror truncated interview saw london 1980 arranged play days football indoors fulham bob player talking jamaicanstyle football attacking midfield player team assembled wherever gigs played brazil world cupwinning players always struggle connect black america reggae correspond disco 70s bob 1990s became icons america world 1991 ten years death sold records life saw black america taking bob hearts bob worldwide terms greatest music star ever went africa recognised everywhere places john lennon elvis wouldnt disrespect artists case greatest influential artist popular music 1981 toured africa stevie wonder performed zimbabwe guinea course 1981 tour never happened whole africa embraced cant speculate height powers 36 years old sense career downhill bob endlessly optimistic africa turn realised nothing perfect total belief power mankind sure alive today believe africa firstly become politically free secondly able defeat aids epidemic final tune final album redemption song incredible classics
630,entertainment,belle sebastian named scottish band monthlong public poll group beat travis idlewild second place respectively franz ferdinand recently picked brit award nominations ended 15th place eurythmics wound lowly 38 scottish acts mull historical society featured top 50 performed party glasgow result announced scottishbased band snow patrol finished 14th vote nominated pair brit awards among performers covered wellknown scottish pop songs party wednesday night indie stalwarts belle sebastian enjoyed chart career stretching 1997 surprise winners brit award breakthrough act years later scottish bands earlier musical eras final list 1970s tartan boy band bay city rollers goth favourites jesus mary chain scottish magazine list recently compiled list top 50 scottish bands left final decision public magazines music editor mark robertson idea behind project simple rediscover scottish music finest musical talent spanning age 70s rock through 80s pop right todays international stars everyone strong opinions wanted open public decide bbc radio scotland presenter vic galloway involved project fun look scotlands musical heritage note upandcoming scottish acts
631,entertainment,dj norman cook aka fatboy slim dance music dead admitted currently through fallow patch commercial failure latest albums britains biggest dance acts fatboy slims palookaville prodigys always outnumbered never outgunned coupled closure superclubs folding dance music magazines month brit awards announced longer awarding dance act prize brits committee announcing dance music longer happening music these developments lead suggest dance finished popular music genre cook acknowledged change dance world years album halfway gutter stars stressed mean dance scene permanently every making album reading articles demise dance music obviously affects somewhat bbc world services ticket programme personally believe either dead die through bit fallow patch think consciously subconsciously reading every dance music dead think right scrub track although album sales uk palookaville stayed uk top 75 weeks cook achieved recent global success beach parties event brighton sea front 2002 attracted 250000 later rio achieved crowd 360000 dvd rio set biggest seller crowd weathers nice atmosphere halfway through record think ive cook always nervous ones give valium rio hours literally pacing floor reason especially ive reputation atmosphere joie de vivre thats means play records promised parties locations world problems brighton event ended chaos revellers finding themselves stranded transport ground halt man died heart attack woman fell death free party having widen horizons beaches theres landlocked countries involved cook doing rio carnival maracana sao paolo gig famous football stadiums dj admitted however massive worldwide success downside intense media interest personal life particular struggled cope tabloid intrusion temporary breakup marriage radio presenter zoe ball linked dj dan peppe tabloid thing difficult times cook especially meandzoegate quite scary determined happened ball affect album doing deliberately jolly tunes wouldnt think depressed explained thought thats right highlighted bizarre coincidence song written split turned deal meaning intended zoe track called masochistic baby went left mind album recalled yeah hilarious your masochistic baby leave cook ways coping intense paparazzi pressure accumulates end private road lives paul mccartney neighbour almost prisoners rattling bars mugs cook explained theres pap end road everyone knocks each others doors paul comes round warn theyre
632,entertainment,video former westlife singer brian mcfadden pulled dublin school complained associated song irish son st fintians high school says clearly identified video mcfadden never went mcfadden makes claims beaten own school songs lyrics saying cell blocks performers record label sony bmg withdrawn video issued replacements television stations label believed school name fictitious until received complaint reference school unintentional coincidental head christian brothers school st fintians richard fogarty video implied 24yearold pop star attended school abused school always treated pupils respect fogarty statement mcfadden makes specific references christian brothers song attend st fintians corporal punishment outlawed irish schools 1982 mcfadden years old mcfadden whose debut solo album released every song autobiographical true story alcoholism domestic violence among topics dealt songs half written robbie williams former collaborator guy chambers mcfadden quit charttopping group westlife march went number september solo single real enjoyed 12 charttoppers boy band parting company
633,entertainment,record producer terry melcher behind hits byrds ry cooder beach boys died aged 62 son actress doris day helped write kokomo beach boys movie cocktail earning 1988 golden globe nomination produced tambourine man byrds turn turn turn melcher died friday night home beverly hills california long battle skin cancer joined columbia records producer mid1960s worked gram parsons mamas papas earlier career melcher hits part duo called bruce terry future beach boy bruce johnston evolved rip chords group melcher worked closely mother producing doris day helping run charitable activities 1969 name became linked charles manson murders saw deaths actress sharon tate friends home melcher once rented rumours circulated melcher knew manson killers real target turned record contract los angeles police discounted rumours pointing melcher moved malibu manson knew address
634,entertainment,snow patrol winners irelands top music honours meteor awards picking accolades irish band album thursday belfastborn glasgowbased band collected prizes ceremony dublins point theatre westlife won award irish pop act voted public beating former member brian mcfadden franz ferdinand picked international band album paddy casey collected irish male singersongwriter casey beat brian mcfadden damien rice juliette turner named irish female international categories morrissey beat eminem usher robbie williams male pj harvey pipped kylie minogue joss stone anastacia natasha bedingfield female crown 8000 fans ceremony treated performances rapper snoop dogg brian mcfadden delta goodrem thrills featuring rolling stones star ronnie wood snow patrols success chart breakthrough album final straw think lot bands through wee bit kicking success singer gary lightbody drummer jonny quinn hard past years snow patrol support u2 european tour later u2 nominated irish band album
635,entertainment,manchester rock band doves entered uk album chart number release cities trio replace flamboyant act scissor sisters top album follows single black white town reached number rb star nelly number single sees team tim mcgraw girls aloud akon kaiser chiefs singles top ten futureheads usher latest elvis presley rerelease maries name latest flame entered chart number place ahead girls alouds wake hiphop performer akons locked number hotlytipped leeds band kaiser chiefs second chart hit number oh god futureheads cover kate bushs hounds love entered chart number eight ushers caught entry number nine album chart operatic quartet il divos eponymous debut rose 23 places number crooner tony christies definitive collection entry number making highestcharting album singers career
